"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1970",2.5523797078925,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1971",2.85135211850855,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1972",3.18366717734076,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1973",3.83718307899075,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1974",4.6901991581002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1975",5.20200880556587,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1976",5.79384080833563,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1977",6.26786212135215,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1978",6.59017438577136,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1979",7.46041749970323,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1980",8.43457853337025,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1981",9.70771197782612,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1982",10.0550312282779,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1983",10.6296361962252,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1984",11.8538670902175,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1985",13.0619823709888,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1986",13.9702528799425,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1987",14.7789322108205,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1988",18.1088387994144,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1989",22.5876027086384,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1990",22.9336440702782,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1991",23.5288352122987,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1992",23.8887182284041,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1993",24.5115926793558,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1994",25.3895490483163,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1995",25.6960428257687,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1996",25.9036676427526,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1997",26.9417917276722,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1998",28.9211483162519,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1999",31.0191476573939,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2000",33.5956727672036,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2001",37.3685122986824,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2002",44.3723894582724,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2003",52.3756566617864,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2004",55.6470000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2005",56.6647500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2006",60.5795000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2007",66.9602500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2008",69.6027500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2009",72.4212500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2010",80.8770000000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2011",79.1347500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2012",78.8802500000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2013",84.1065000000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2014",91.7202500000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2016",105.5,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2017",114.30825,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2018",112.66375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2019",108.08375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2020",113.9165,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2021",133.763749998987,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1970",56.7379038812322,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1971",58.2181886260441,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1972",59.2381442880337,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1973",61.3437293969209,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1974",62.2639205368616,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1975",57.9006321298843,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1976",57.5864098827254,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1977",56.4369256594308,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1978",53.7883918169702,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1979",54.3624792603604,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1980",55.2847932782947,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1981",57.0099928418616,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1982",53.3674127784294,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1983",52.2296506245265,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1984",53.440291026212,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1985",55.1684570765097,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1986",55.1049630761707,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1987",54.7897565828047,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1988",61.5444703920273,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1989",69.440144508996,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1990",65.4921370833302,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1991",66.6504095706474,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1992",65.7333944751572,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1993",65.7771682346288,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1994",65.0781264864652,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1995",63.1670058655269,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1996",60.5526055486362,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1997",60.8004713646771,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1998",64.408021517043,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1999",65.9346135801968,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2000",67.6990126644279,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2001",69.6551634878015,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2002",81.0304680380491,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2003",91.4827081216644,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2004",90.9077800060727,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2005",88.0638418659415,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2006",89.4704175937679,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2007",91.225905517361,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2008",88.5897368376915,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2009",87.6616676824027,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2010",94.0898483637484,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2011",86.5778976940229,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2012",85.11194779218,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2013",88.1987796771594,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2014",92.9484090066689,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2016",104.877770712994,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2017",112.139267563701,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2018",107.740061764204,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2019",100.555692683561,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2020",100.118231524307,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2021",113.488799691818,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1973",40.9202209061052,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1974",45.0634609068863,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1975",42.9199669543391,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1976",41.7044243966,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1977",40.6310445928186,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1978",39.4633849493631,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1979",41.1628399060325,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1980",43.5727927355805,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1981",46.4066159436972,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1982",43.0479137717077,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1983",41.7513882476806,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1984",43.3761351652525,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1985",44.0623473091793,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1986",42.7376574496472,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1987",40.9724716526684,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1988",44.9664932752545,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1989",51.344360683136,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1990",49.1966495797128,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1991",48.8618385164844,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1992",49.1467705300661,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1993",50.1926498071964,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1994",51.6288795960742,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1995",51.375503444244,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1996",50.2538975834018,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1997",50.780478255616,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1998",52.9008362561088,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1999",55.2586680845187,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2000",58.0622612604883,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2001",62.6188592569895,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2002",72.5584859501496,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2003",84.0717093152967,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2004",87.1543600376819,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2005",86.8240180101955,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2006",89.8901034760122,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2007",94.1712095854131,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2008",90.9112108604663,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2009",88.5577011790494,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2010",94.8306537441754,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2011",88.7311720073743,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2012",84.9053410589833,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2013",87.6314556958475,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2014",93.2282566145047,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2016",104.71443692169,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2017",112.746811142726,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2018",110.409314114182,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2019",105.540510918791,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2020",112.28960758077,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2021",132.07459755244,
"AUS","HOUSECOST","REAL","IDX2015","A","1970",26.4392553563533,
"AUS","HOUSECOST","REAL","IDX2015","A","1971",27.558690094461,
"AUS","HOUSECOST","REAL","IDX2015","A","1972",28.9524272251336,
"AUS","HOUSECOST","REAL","IDX2015","A","1973",32.0857152339823,
"AUS","HOUSECOST","REAL","IDX2015","A","1974",34.0642604221994,
"AUS","HOUSECOST","REAL","IDX2015","A","1975",32.2420985825438,
"AUS","HOUSECOST","REAL","IDX2015","A","1976",31.5201808775809,
"AUS","HOUSECOST","REAL","IDX2015","A","1977",30.9163697434503,
"AUS","HOUSECOST","REAL","IDX2015","A","1978",29.9787133721301,
"AUS","HOUSECOST","REAL","IDX2015","A","1979",30.9505855192731,
"AUS","HOUSECOST","REAL","IDX2015","A","1980",31.7105589029886,
"AUS","HOUSECOST","REAL","IDX2015","A","1981",33.4218845333165,
"AUS","HOUSECOST","REAL","IDX2015","A","1982",31.3815922009871,
"AUS","HOUSECOST","REAL","IDX2015","A","1983",30.3499596922506,
"AUS","HOUSECOST","REAL","IDX2015","A","1984",31.8161137682341,
"AUS","HOUSECOST","REAL","IDX2015","A","1985",32.8796858114296,
"AUS","HOUSECOST","REAL","IDX2015","A","1986",32.5242516422045,
"AUS","HOUSECOST","REAL","IDX2015","A","1987",31.9125569450082,
"AUS","HOUSECOST","REAL","IDX2015","A","1988",36.5306485199625,
"AUS","HOUSECOST","REAL","IDX2015","A","1989",42.8130118905898,
"AUS","HOUSECOST","REAL","IDX2015","A","1990",40.8295384353447,
"AUS","HOUSECOST","REAL","IDX2015","A","1991",40.377018402309,
"AUS","HOUSECOST","REAL","IDX2015","A","1992",40.2332965302001,
"AUS","HOUSECOST","REAL","IDX2015","A","1993",40.4325017559211,
"AUS","HOUSECOST","REAL","IDX2015","A","1994",41.2243937236623,
"AUS","HOUSECOST","REAL","IDX2015","A","1995",40.5902315785065,
"AUS","HOUSECOST","REAL","IDX2015","A","1996",40.1101692105286,
"AUS","HOUSECOST","REAL","IDX2015","A","1997",41.1493206706404,
"AUS","HOUSECOST","REAL","IDX2015","A","1998",43.5485304086571,
"AUS","HOUSECOST","REAL","IDX2015","A","1999",46.166254106112,
"AUS","HOUSECOST","REAL","IDX2015","A","2000",48.3495924548933,
"AUS","HOUSECOST","REAL","IDX2015","A","2001",51.9738298993957,
"AUS","HOUSECOST","REAL","IDX2015","A","2002",60.0739809181063,
"AUS","HOUSECOST","REAL","IDX2015","A","2003",69.459960784732,
"AUS","HOUSECOST","REAL","IDX2015","A","2004",72.7201351796117,
"AUS","HOUSECOST","REAL","IDX2015","A","2005",72.4472802531732,
"AUS","HOUSECOST","REAL","IDX2015","A","2006",74.7803577958115,
"AUS","HOUSECOST","REAL","IDX2015","A","2007",80.1295552567131,
"AUS","HOUSECOST","REAL","IDX2015","A","2008",80.6498280063842,
"AUS","HOUSECOST","REAL","IDX2015","A","2009",81.783916408097,
"AUS","HOUSECOST","REAL","IDX2015","A","2010",89.3906681960928,
"AUS","HOUSECOST","REAL","IDX2015","A","2011",85.507048716056,
"AUS","HOUSECOST","REAL","IDX2015","A","2012",83.29844107063,
"AUS","HOUSECOST","REAL","IDX2015","A","2013",86.8038121853739,
"AUS","HOUSECOST","REAL","IDX2015","A","2014",92.9698915478143,
"AUS","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","REAL","IDX2015","A","2016",104.601162758867,
"AUS","HOUSECOST","REAL","IDX2015","A","2017",111.930325034803,
"AUS","HOUSECOST","REAL","IDX2015","A","2018",108.578844517642,
"AUS","HOUSECOST","REAL","IDX2015","A","2019",102.334342689631,
"AUS","HOUSECOST","REAL","IDX2015","A","2020",106.795990148077,
"AUS","HOUSECOST","REAL","IDX2015","A","2021",123.491976470983,
"AUS","HOUSECOST","RENT","IDX2015","A","1973",9.366454920838,
"AUS","HOUSECOST","RENT","IDX2015","A","1974",10.4147668018458,
"AUS","HOUSECOST","RENT","IDX2015","A","1975",12.1239765154971,
"AUS","HOUSECOST","RENT","IDX2015","A","1976",13.9015517376939,
"AUS","HOUSECOST","RENT","IDX2015","A","1977",15.4284444285555,
"AUS","HOUSECOST","RENT","IDX2015","A","1978",16.7046520880815,
"AUS","HOUSECOST","RENT","IDX2015","A","1979",18.1175972646996,
"AUS","HOUSECOST","RENT","IDX2015","A","1980",19.3482274185284,
"AUS","HOUSECOST","RENT","IDX2015","A","1981",20.9206951150868,
"AUS","HOUSECOST","RENT","IDX2015","A","1982",23.3819529227441,
"AUS","HOUSECOST","RENT","IDX2015","A","1983",25.4557906819738,
"AUS","HOUSECOST","RENT","IDX2015","A","1984",27.3245234155654,
"AUS","HOUSECOST","RENT","IDX2015","A","1985",29.649048706131,
"AUS","HOUSECOST","RENT","IDX2015","A","1986",32.7028265878532,
"AUS","HOUSECOST","RENT","IDX2015","A","1987",36.0756670094583,
"AUS","HOUSECOST","RENT","IDX2015","A","1988",40.200552525069,
"AUS","HOUSECOST","RENT","IDX2015","A","1989",44.0063855007981,
"AUS","HOUSECOST","RENT","IDX2015","A","1990",46.6271708283963,
"AUS","HOUSECOST","RENT","IDX2015","A","1991",48.1540635192578,
"AUS","HOUSECOST","RENT","IDX2015","A","1992",48.6098560762319,
"AUS","HOUSECOST","RENT","IDX2015","A","1993",48.8377461047182,
"AUS","HOUSECOST","RENT","IDX2015","A","1994",49.1795861474482,
"AUS","HOUSECOST","RENT","IDX2015","A","1995",50.0227937528491,
"AUS","HOUSECOST","RENT","IDX2015","A","1996",51.5496864437107,
"AUS","HOUSECOST","RENT","IDX2015","A","1997",53.0537916317239,
"AUS","HOUSECOST","RENT","IDX2015","A","1998",54.6718393339798,
"AUS","HOUSECOST","RENT","IDX2015","A","1999",56.1303620162952,
"AUS","HOUSECOST","RENT","IDX2015","A","2000",57.8623622327951,
"AUS","HOUSECOST","RENT","IDX2015","A","2001",59.6627224578402,
"AUS","HOUSECOST","RENT","IDX2015","A","2002",61.1440351430043,
"AUS","HOUSECOST","RENT","IDX2015","A","2003",62.2835102854387,
"AUS","HOUSECOST","RENT","IDX2015","A","2004",63.8559779819971,
"AUS","HOUSECOST","RENT","IDX2015","A","2005",65.2689231586153,
"AUS","HOUSECOST","RENT","IDX2015","A","2006",67.3883384235422,
"AUS","HOUSECOST","RENT","IDX2015","A","2007",71.0802288850285,
"AUS","HOUSECOST","RENT","IDX2015","A","2008",76.6408470801057,
"AUS","HOUSECOST","RENT","IDX2015","A","2009",81.7456827182102,
"AUS","HOUSECOST","RENT","IDX2015","A","2010",85.300833162604,
"AUS","HOUSECOST","RENT","IDX2015","A","2011",89.2206111525762,
"AUS","HOUSECOST","RENT","IDX2015","A","2012",92.9125016140625,
"AUS","HOUSECOST","RENT","IDX2015","A","2013",95.9662819957851,
"AUS","HOUSECOST","RENT","IDX2015","A","2014",98.3819622977451,
"AUS","HOUSECOST","RENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","RENT","IDX2015","A","2016",100.752062594008,
"AUS","HOUSECOST","RENT","IDX2015","A","2017",101.39016267377,
"AUS","HOUSECOST","RENT","IDX2015","A","2018",102.05103775638,
"AUS","HOUSECOST","RENT","IDX2015","A","2019",102.415712801964,
"AUS","HOUSECOST","RENT","IDX2015","A","2020",101.458537682317,
"AUS","HOUSECOST","RENT","IDX2015","A","2021",101.276237659568,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2000",58.5838607572214,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2001",59.0818235759495,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2002",59.4186807753166,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2003",59.5797863924052,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2004",58.4374011075951,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2005",61.3519481803799,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2006",63.8710541930381,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2007",66.8588310917722,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2008",67.5764833860761,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2009",70.2127571202533,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2010",76.7975000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2011",81.5975000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2012",87.5700000000001,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2013",92.1000000000002,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2014",95.3300000000002,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2016",108.5325,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2017",114.26,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2018",119.64,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2019",126.6,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2020",136.31125,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2021",153.087499997422,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2000",82.1475821838666,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2001",81.723887143649,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2002",80.8730945393426,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2003",78.6480762786806,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2004",74.8018480782692,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2005",74.0790251059497,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2006",74.0054633823584,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2007",74.1861932020015,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2008",73.0043664024088,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2009",76.0269067534783,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2010",82.6881221716367,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2011",85.8924135455873,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2012",89.0767902293192,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2013",94.1609084747927,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2014",95.57799185628,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.462634682854,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2017",107.948822190585,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2018",109.969028636243,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2019",113.056825879418,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2020",123.131991491255,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2021",135.130419944509,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2000",94.9301446139919,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2001",93.1077351509731,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2002",92.0962651467465,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2003",88.4778867494728,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2004",83.87101350061,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2005",85.1295875539934,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2006",86.6759508770457,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2007",88.979394269961,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2008",88.8167069199888,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2009",88.1608766312579,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2010",92.7494278025931,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2011",95.3808433346483,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2012",98.0493811077433,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2013",100.018487587044,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2014",99.5795571622187,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2016",105.309709081021,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2017",106.464437793002,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2018",107.480369861967,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2019",110.447204734544,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2020",114.231589009131,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2021",125.877266762562,
"AUT","HOUSECOST","REAL","IDX2015","A","2000",77.9918316416962,
"AUT","HOUSECOST","REAL","IDX2015","A","2001",76.8268104541808,
"AUT","HOUSECOST","REAL","IDX2015","A","2002",76.4844967104135,
"AUT","HOUSECOST","REAL","IDX2015","A","2003",75.5286993409575,
"AUT","HOUSECOST","REAL","IDX2015","A","2004",72.8326261850685,
"AUT","HOUSECOST","REAL","IDX2015","A","2005",74.6597535840187,
"AUT","HOUSECOST","REAL","IDX2015","A","2006",76.1298352220975,
"AUT","HOUSECOST","REAL","IDX2015","A","2007",77.7621473120017,
"AUT","HOUSECOST","REAL","IDX2015","A","2008",76.9825633002628,
"AUT","HOUSECOST","REAL","IDX2015","A","2009",79.7202120419268,
"AUT","HOUSECOST","REAL","IDX2015","A","2010",85.694808171324,
"AUT","HOUSECOST","REAL","IDX2015","A","2011",88.2604156464112,
"AUT","HOUSECOST","REAL","IDX2015","A","2012",92.5406647930522,
"AUT","HOUSECOST","REAL","IDX2015","A","2013",95.3334111911429,
"AUT","HOUSECOST","REAL","IDX2015","A","2014",96.7231572642373,
"AUT","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","REAL","IDX2015","A","2016",106.985490572357,
"AUT","HOUSECOST","REAL","IDX2015","A","2017",110.679183566074,
"AUT","HOUSECOST","REAL","IDX2015","A","2018",113.568080905489,
"AUT","HOUSECOST","REAL","IDX2015","A","2019",118.123269140252,
"AUT","HOUSECOST","REAL","IDX2015","A","2020",125.480553325483,
"AUT","HOUSECOST","REAL","IDX2015","A","2021",137.79660962182,
"AUT","HOUSECOST","RENT","IDX2015","A","1966",6.67705693946615,
"AUT","HOUSECOST","RENT","IDX2015","A","1967",7.07486512479098,
"AUT","HOUSECOST","RENT","IDX2015","A","1968",7.57059493197715,
"AUT","HOUSECOST","RENT","IDX2015","A","1969",8.1230753851017,
"AUT","HOUSECOST","RENT","IDX2015","A","1970",9.04276350199559,
"AUT","HOUSECOST","RENT","IDX2015","A","1971",10.2022482155196,
"AUT","HOUSECOST","RENT","IDX2015","A","1972",11.2382178923437,
"AUT","HOUSECOST","RENT","IDX2015","A","1973",12.5412488811004,
"AUT","HOUSECOST","RENT","IDX2015","A","1974",13.1888690479556,
"AUT","HOUSECOST","RENT","IDX2015","A","1975",14.5792490953968,
"AUT","HOUSECOST","RENT","IDX2015","A","1976",17.1491460321163,
"AUT","HOUSECOST","RENT","IDX2015","A","1977",18.9640429733743,
"AUT","HOUSECOST","RENT","IDX2015","A","1978",19.9877725353227,
"AUT","HOUSECOST","RENT","IDX2015","A","1979",20.7016027263277,
"AUT","HOUSECOST","RENT","IDX2015","A","1980",21.393178589023,
"AUT","HOUSECOST","RENT","IDX2015","A","1981",22.6895318734543,
"AUT","HOUSECOST","RENT","IDX2015","A","1982",25.2928103026383,
